recvswapchain	sendcamera	alphaadd	copyintoswap	netframetime	fps	mbps
45.094002	0.181000	0.291000	0.488000	47.819000	20.912189	182.977585
51.187000	0.172000	0.293000	0.516000	53.101002	18.832037	164.757111
42.535999	0.154000	0.245000	0.458000	46.018002	21.730627	192.165665
35.375000	0.090000	0.216000	0.446000	38.946999	25.675919	225.700424
39.132999	0.177000	0.283000	0.501000	41.001999	24.389055	214.082504
46.028999	0.191000	0.299000	0.467000	49.220001	20.316944	177.375259
43.130001	0.116000	0.207000	0.492000	45.487000	21.984303	191.455170
42.285999	0.141000	0.250000	0.469000	44.257000	22.595295	197.267624
39.148998	0.202000	0.323000	0.523000	41.629002	24.021715	212.122787
49.637001	0.251000	0.749023	0.575000	53.216003	18.791340	166.725128
43.296001	0.203000	0.387000	0.540000	46.236000	21.628168	192.121658
44.560001	0.191000	0.495000	0.535000	47.084999	21.238186	187.778030
43.081001	0.173000	0.382000	0.844000	47.007000	21.273428	189.796082
40.924999	0.163000	0.423000	0.504000	43.990002	22.732439	202.008575
36.192001	0.157000	0.385000	0.501000	38.724998	25.823112	229.228241
46.334999	0.175000	0.292000	0.497000	49.952999	20.018818	174.678970
38.730999	0.126000	0.226000	0.420000	43.112000	23.195398	202.476654
37.694000	0.203000	0.393000	0.497000	40.810001	24.503798	216.050903
44.632999	0.227000	0.341000	0.547000	47.354000	21.117540	186.264496
42.806000	0.803000	0.501000	0.526000	46.466000	21.521112	190.485687
46.278000	0.216000	0.343000	0.535000	49.396000	20.244555	179.727646
43.073002	0.210000	0.336000	0.507000	45.747002	21.859356	194.333679
43.397999	0.215000	0.342000	0.519000	46.056000	21.712698	191.263092
43.078999	0.203000	0.364000	0.528000	45.889999	21.791241	191.783447
41.618999	0.160000	0.383000	0.547000	44.209999	22.619318	200.363251
35.101002	0.172000	0.362000	0.470000	37.997002	26.317865	233.692001
35.226002	0.158000	0.334000	0.488000	37.984001	26.326874	234.902649
36.014000	0.208000	0.343000	0.512000	39.574001	25.269115	225.076675
36.577999	0.158000	0.359000	0.499000	39.590000	25.258904	225.379028
44.299999	0.197000	0.289000	0.519000	46.688999	21.418322	187.988419
44.127998	0.208000	0.337000	0.542000	46.780998	21.376200	188.932602
44.247002	0.156000	0.524000	0.528000	46.869999	21.335609	189.925018
40.895996	0.165000	0.453000	0.496000	43.718994	22.873354	201.853104
36.257000	0.254000	0.378000	0.530000	39.085999	25.584610	227.333527
39.004002	0.157000	0.353000	0.474000	41.974998	23.823706	211.828171
42.345001	0.205000	0.374000	0.536000	45.278999	22.085293	195.056686
44.283001	0.211000	0.335000	0.535000	46.960999	21.294266	187.007782
45.676998	0.198000	0.395000	0.534000	48.374001	20.672262	181.434158
34.638000	0.164000	0.427000	0.485000	38.429001	26.022015	231.339676
35.787998	0.145000	0.384000	0.501000	38.483002	25.985498	231.575974
39.429001	0.125000	0.224000	0.426000	41.657001	24.005568	209.563263
38.140999	0.168000	0.294000	0.456000	40.708000	24.565195	215.451584
37.775002	0.158000	0.423000	0.461000	40.631001	24.611750	218.413513
37.555000	0.137000	0.376000	0.481000	41.334000	24.193159	212.957474
36.763000	0.436000	0.438000	0.469000	39.590000	25.258904	224.240372
37.617001	0.167000	0.421000	0.756000	40.525002	24.676125	221.686249
40.455002	0.212000	0.334000	0.527000	42.960999	23.276926	205.769577
44.198002	0.213000	0.384000	0.789000	47.801998	20.919628	184.649078
39.271000	0.165000	0.476000	0.562000	42.117001	23.743382	210.425369
35.299000	0.157000	0.394000	0.480000	38.950001	25.673941	228.069061
43.799999	0.174000	0.300000	0.514000	47.483002	21.060167	184.746689
40.414001	0.150000	0.435000	0.505000	43.139999	23.180344	205.774628
40.097000	0.756000	0.287000	0.510000	42.583000	23.483549	207.433441
37.908001	0.143000	0.293000	0.825000	42.039001	23.787436	211.978058
37.382999	0.152000	0.378000	0.484000	39.960999	25.024399	221.393723
38.794983	0.147000	0.288000	0.497000	41.307983	24.208395	213.695251
37.110001	0.168000	0.433000	0.489000	40.764000	24.531450	218.829437
35.673000	0.150000	0.409000	0.731000	39.403000	25.378778	228.410599
37.216000	0.203000	0.405000	0.544000	40.084000	24.947611	222.409210
47.160000	0.227000	0.487000	0.596000	49.676998	20.130041	177.623123
39.845001	0.170000	0.436000	0.553000	42.944000	23.286140	208.040482
46.087002	0.228000	0.518000	0.556000	48.630001	20.563438	181.202927
43.796001	0.194000	0.411000	0.564000	47.610001	21.003990	185.938324
42.825001	0.192000	0.303000	0.870000	45.644001	21.908684	195.442963
37.481998	0.181000	0.295000	0.510000	40.116001	24.927710	219.493652
44.146000	0.129000	0.225000	0.436000	46.463001	21.522501	187.245728
47.512001	0.162000	0.516000	0.499000	50.199001	19.920715	174.566269
45.581001	0.187000	0.295000	0.495000	47.923000	20.866808	182.357086
39.992001	0.201000	0.299000	0.507000	43.308998	23.089890	204.735016
38.252998	0.140000	0.275000	0.564000	41.103001	24.329124	215.706451
38.889999	0.170000	0.296000	0.497000	41.337002	24.191401	212.531235
45.876999	0.183000	0.303000	0.798000	49.724998	20.110609	178.869202
42.653000	0.204000	0.384000	0.532000	47.106998	21.228268	187.028625
35.904999	0.161000	0.439000	0.510000	38.862000	25.732079	229.153122
37.889000	0.202000	0.376000	0.813000	41.153999	24.298975	218.248734
41.404999	0.161000	0.424000	0.497000	44.389000	22.528105	199.567200
46.327999	0.207000	0.371000	0.798000	49.400002	20.242914	179.770020
40.979004	0.189000	0.327000	0.529000	44.039978	22.706642	202.496078
36.180000	0.335000	0.561000	0.551000	41.161999	24.294252	217.163940
44.748001	0.146000	0.257000	0.482000	47.284000	21.148804	185.268951
44.678001	0.163000	0.309000	0.787000	47.063999	21.247663	187.254074
49.436001	0.198000	0.293000	0.494000	51.995998	19.232248	168.209503
42.846001	0.215000	0.389000	0.531000	46.021999	21.728739	191.660751
44.563000	0.193000	0.332000	0.816000	47.672001	20.976673	186.546173
43.745998	0.133000	0.396000	0.517000	46.175999	21.656273	189.800400
45.257000	0.190000	0.338000	0.531000	47.689999	20.968758	182.937698
44.338001	0.216000	0.385000	0.510000	47.153999	21.207109	186.595947
44.097000	0.234000	0.581000	0.525000	47.126999	21.219259	187.036972
43.816002	0.141000	0.268000	0.504000	46.429001	21.538261	189.697388
39.757999	0.538000	0.199000	0.429000	45.646999	21.907246	191.158493
38.424000	0.188000	0.300000	0.568000	41.415001	24.145840	216.039764
36.655998	0.161000	0.340000	0.506000	39.283001	25.456305	226.370422
43.346001	0.207000	0.342000	0.540000	47.058998	21.249922	187.576492
44.837002	0.251000	0.351000	0.548000	47.674999	20.975355	184.559723
46.175999	0.482000	0.439000	0.540000	49.046001	20.389023	179.473846
42.319000	0.204000	0.352000	0.700000	45.703999	21.879923	193.508835
43.833000	0.175000	0.385000	0.572000	47.282001	21.149696	187.605850
43.393002	0.140000	0.261000	0.466000	46.478001	21.515556	188.368362
44.396999	0.190000	0.301000	0.517000	47.084000	21.238638	188.169754
43.929016	0.191000	0.332000	0.531000	46.927979	21.309250	189.000839
47.210999	0.207000	0.389000	0.689000	50.348999	19.861368	175.965088
44.036999	0.202000	0.332000	0.535000	46.719002	21.404568	190.715195
39.187000	0.212000	0.393000	0.802000	42.314999	23.632282	212.020950
39.324001	0.180000	0.351000	0.487000	42.090000	23.758612	210.167053
46.852001	0.198000	0.381000	0.669000	50.539001	19.786699	173.947296
43.667000	0.203000	0.379000	0.533000	46.300999	21.597807	190.343033
38.186001	0.155000	0.321000	0.844000	41.228001	24.255360	217.338348
40.256001	0.157000	0.421000	0.504000	43.924000	22.766598	201.180130
43.636002	0.192000	0.405000	0.531000	47.806000	20.917877	184.158600
43.537998	0.206000	0.424000	0.815000	47.259998	21.159544	188.563126
41.516998	0.115000	0.211000	0.493000	43.189999	23.153509	202.672348
43.296001	0.171000	0.495000	0.534000	46.577000	21.469824	189.748871
44.471001	0.197000	0.431000	0.540000	47.554001	21.028725	185.868301
45.974998	0.175000	0.285000	0.526000	49.935001	20.026033	175.637192
40.654999	0.183000	0.290000	0.469000	43.737000	22.863937	200.722809
42.334000	0.133000	0.234000	0.686000	44.801998	22.320433	196.929550
42.949001	0.160000	0.372000	0.552000	44.896999	22.273203	195.775955
38.041000	0.169000	0.380000	0.511000	41.667000	23.999807	211.641129
47.904999	0.500000	0.300000	0.516000	50.393002	19.844025	173.214554
42.712002	0.210000	0.305000	0.764000	45.717999	21.873224	193.281448
41.427002	0.153000	0.268000	0.472000	44.159973	22.644941	200.622055
36.901001	0.182000	0.369000	0.485000	41.620998	24.026333	212.391342
51.695999	0.307000	0.583000	0.874000	55.622002	17.978497	161.254257
44.223000	0.232000	0.499000	0.549000	49.504002	20.200388	181.050400
