framenum	recvswapchain	sendcamera	alphaadd	copyintoswap	netframetime	fps	mbps
324	16.927000	0.223000	3.713000	1.075000	24.964001	40.057682	104.792763	
325	15.705000	0.587000	4.661000	0.399000	24.007000	41.654518	105.797256	
326	18.853001	0.196000	3.711000	0.379000	24.063999	41.555851	98.598480	
327	19.209000	0.478000	3.682000	0.648000	24.992001	40.012802	97.348679	
328	18.188999	0.191000	3.744000	0.369000	24.517000	40.788025	97.158821	
329	15.988000	0.228000	3.701000	1.070000	25.031000	39.950462	101.727470	
330	19.676001	0.432000	3.748000	0.344000	25.158001	39.748787	94.513374	
331	16.802000	0.175000	3.687000	0.356000	23.072001	43.342579	102.394310	
332	18.879999	0.220000	3.717000	0.377000	25.584999	39.085403	95.388908	
333	18.135000	0.213000	3.733000	0.363000	24.620001	40.617382	103.393723	
334	18.007999	0.198000	3.693000	0.384000	24.686001	40.508789	99.091446	
335	17.195999	0.188000	3.751000	0.418000	25.000999	39.998402	96.705147	
336	18.549000	0.184000	3.701000	0.372000	23.938999	41.772842	98.693512	
337	17.933001	0.204000	3.664000	1.128000	25.327000	39.483555	96.903419	
338	17.754000	0.206000	3.743000	0.371000	24.940001	40.096230	95.920067	
339	21.010000	0.190000	3.360000	0.336000	26.000000	38.461540	88.373207	
340	18.545000	0.780000	3.739000	0.634000	24.216999	41.293308	99.718674	
341	18.469999	2.860000	2.511000	0.435000	22.649000	44.152058	100.222931	
342	22.173000	0.189000	3.603000	0.574000	27.749001	36.037334	83.698120	
343	18.792000	0.194000	3.716000	0.387000	23.903000	41.835754	99.224808	
344	17.702999	4.163000	3.708000	0.622000	24.195999	41.329147	104.117950	
345	20.393000	0.199000	3.485000	0.523000	26.351000	37.949223	88.509003	
346	18.682983	0.198000	3.593000	0.334000	25.463989	39.271145	91.994362	
347	19.759001	0.225000	3.177000	0.393000	26.665001	37.502342	84.218216	
348	17.224001	0.197000	3.700000	0.610000	23.513000	42.529663	103.544746	
349	17.854000	0.235000	3.670000	1.117000	26.156000	38.232147	96.316040	
350	17.361000	0.471000	3.557000	0.682000	25.525999	39.175743	94.377876	
351	18.268999	4.697000	3.952000	0.417000	24.273001	41.198036	99.540955	
352	21.413000	0.156000	1.982000	0.504000	26.344000	37.959309	82.514107	
353	21.124001	0.176000	3.416000	0.357000	26.209000	38.154835	86.759232	
354	18.545000	0.234000	3.634000	0.520000	25.628000	39.019821	90.941391	
355	18.146000	0.183000	3.666000	0.253000	23.332001	42.859592	101.879288	
356	18.861000	0.232000	3.727000	0.397000	24.893999	40.170322	97.896751	
357	19.653999	0.196000	3.659000	0.369000	25.040001	39.936100	94.132065	
358	18.513000	0.245000	3.723000	0.373000	24.006001	41.656250	103.393723	
359	17.917000	0.225000	3.711000	0.383000	24.020000	41.631973	100.452332	
