drawtime	alpharemove	copytime
5.766000	6.163000	1.049000
5.488000	6.085000	1.012000
5.303000	5.979000	1.040000
5.336000	6.006000	0.967000
6.094000	6.114000	0.861000
5.591000	5.974000	0.908000
5.429000	5.562000	1.190000
5.169000	2.849000	0.611000
6.682000	6.028000	0.829000
5.773000	6.004000	0.911000
6.434000	5.986000	0.915000
6.778000	6.016000	0.900000
6.369000	6.018000	1.473000
6.847000	6.001000	1.054000
6.195000	5.999000	1.040000
6.078000	6.006000	0.914000
6.315000	5.984000	0.911000
7.090000	5.995000	0.841000
6.655000	5.975000	0.905000
6.751000	6.026000	0.906000
7.138000	6.141000	0.944000
6.946000	6.020000	0.837000
6.860000	6.004000	0.843000
7.028000	5.990000	1.265000
6.647000	6.022000	0.831000
7.118000	6.007000	0.834000
7.113000	5.973000	0.920000
6.521000	5.991000	0.860000
7.447000	6.016000	0.829000
6.894000	5.979000	1.064000
6.557000	6.019000	1.446000
6.654000	5.995000	0.903000
6.722000	5.995000	1.157000
6.479000	6.041000	0.899000
6.561000	5.993000	0.915000
6.752000	6.017000	0.897000
6.503000	5.988000	0.846000
6.717000	6.017000	0.835000
7.122000	5.994000	0.837000
6.725000	6.037000	0.949000
6.627000	5.906000	1.027000
6.512000	5.879000	1.016000
6.556000	6.114000	1.119000
6.462000	5.895000	1.057000
6.770000	5.880000	1.028000
7.434000	5.921000	1.133000
6.909000	5.898000	1.086000
6.865000	5.921000	1.040000
6.887000	5.956000	1.345000
7.470000	6.052000	1.041000
7.629000	6.026000	1.043000
7.358000	6.105000	1.081000
6.841000	6.013000	1.011000
6.806000	6.019000	1.061000
7.051000	6.036000	1.002000
6.472000	6.126000	1.046000
6.433000	6.037000	1.353000
6.888000	6.039000	1.343000
6.896000	6.024000	0.987000
6.808000	6.048000	1.088000
7.050000	6.020000	1.162000
6.623000	6.013000	1.036000
6.695000	6.009000	1.050000
7.104980	6.008000	1.103000
6.612000	6.022000	1.033000
6.299000	6.037000	1.051000
