framenum	recvswapchain	sendcamera	alphaadd	copyintoswap	netframetime	fps	mbps
317	18.746000	0.209000	3.599000	0.346000	25.943001	38.546043	91.628555	
318	17.392000	0.220000	3.683000	0.401000	22.907000	43.654778	106.071243	
319	18.988001	0.502000	3.721000	0.399000	25.547001	39.143539	94.936897	
320	16.364000	0.231000	3.704000	0.482000	24.024000	41.625042	107.713882	
321	16.797001	0.766000	3.734000	0.410000	23.003000	43.472591	110.530090	
322	15.174000	7.716000	7.217000	0.442000	26.124001	38.278976	111.600868	
323	19.920000	0.182000	3.383000	0.365000	26.002001	38.458580	88.577057	
324	17.981001	1.509000	1.228000	0.279000	20.339001	49.166622	104.822563	
325	22.525999	1.418000	1.081000	0.344000	25.284000	39.550705	80.167015	
326	20.768999	0.126000	2.228000	1.309000	25.507000	39.204926	88.022919	
327	17.716000	0.133000	1.078000	0.318000	21.948000	45.562237	93.255760	
328	20.541000	0.227000	3.692000	1.184000	27.399000	36.497681	89.103737	
329	15.520000	0.531000	3.675000	1.137000	22.093000	45.263206	118.655846	
330	18.066999	0.317000	3.885000	1.169000	24.662001	40.548210	101.508965	
331	14.530000	0.700000	6.883000	0.563000	26.149000	38.242378	110.087791	
332	14.421000	4.149000	3.721000	0.445000	19.941000	50.147938	128.589371	
333	19.420000	0.522000	3.749000	0.656000	25.214001	39.660503	94.770943	
334	17.921000	1.129000	3.721000	0.396000	23.934999	41.779819	104.632149	
335	16.274000	0.204000	3.718000	1.114000	23.729000	42.142525	109.825409	
336	16.565001	0.831000	3.729000	1.153000	23.393999	42.746006	112.989639	
337	14.857000	0.195000	3.732000	1.160000	23.926001	41.795536	104.667801	
338	14.302000	0.183000	3.702000	2.992000	23.264000	42.984871	130.178680	
339	12.668000	0.987000	3.711000	3.934000	23.343000	42.839394	128.832047	
340	13.314000	0.408000	7.427000	0.599000	25.695999	38.916565	122.082390	
341	12.450000	0.527000	3.722000	6.712000	25.179001	39.715633	140.252625	
342	10.537000	0.190000	3.717000	8.910000	25.315001	39.502270	161.854599	
343	8.474000	0.199000	3.911000	11.798000	25.650000	38.986355	215.629379	
344	1.133000	0.231000	3.709000	13.051000	20.566999	48.621578	757.271973	
345	0.443000	0.181000	3.713000	15.284000	20.771999	48.141731	5796.226562	
346	0.360000	0.530000	3.738000	15.975000	22.024000	45.405014	8947.573242	
347	0.640000	0.538000	3.721000	15.321000	21.683001	46.119080	9035.293945	
348	0.549000	0.175000	3.727000	15.850000	22.444000	44.555336	8084.210449	
349	0.564000	0.173000	3.736000	15.337000	21.823999	45.821117	7648.132812	
350	3.581000	0.185000	3.710000	12.490000	21.354000	46.829632	588.505737	
351	5.335000	0.498000	3.727000	10.630981	22.333984	44.774815	356.932587	
352	7.013000	0.198000	3.738000	7.937000	21.778000	45.917900	255.715851	
353	8.000000	0.200000	3.697000	4.783000	20.079000	49.803276	178.052536	
354	14.877000	0.242000	3.777000	0.323000	20.747999	48.197418	119.618401	
355	15.539000	0.873000	3.208000	0.374000	24.641001	40.582767	93.378586	
356	19.351000	0.223000	2.962000	0.339000	23.875999	41.883064	95.177116	
357	15.109000	0.213000	3.447000	0.350000	23.177000	43.146221	101.823006	
358	19.686001	0.179000	2.910000	0.333000	24.073000	41.540314	93.473305	
359	17.476000	0.206000	2.480000	0.337000	23.902000	41.837502	92.132355	
360	20.306999	0.204000	2.745000	0.383000	24.669001	40.536705	90.762253	
